id,name,value,timestamp,createdTimestamp,workstationCode,workstationId,workstationComponent,nameId,rawName
e07698a6c26fb176e218c4fd,gcode.programname,O1025 (Aero Frame Demo - MAIN2),2025-05-02T15:31:34.562157+00:00,2025-05-02T15:31:34.569935+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,e199006ced201c5a,O1025 (Aero Frame Demo - MAIN) 
4cd97d7d25e253d52ad43770,linelabel,1111,2025-05-02T15:31:34.562157+00:00,2025-05-02T15:31:34.573515+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,c65802e2139430bc,1111
ece6eca7d2101de6ba5a146a,load,3,2025-05-02T15:31:34.954702+00:00,2025-05-02T15:31:34.955927+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1_X,7cfa9ce8271bfd9f,3
b5ceb226721b2909622dad3a,position,730.4,2025-05-02T15:31:34.954702+00:00,2025-05-02T15:31:34.962983+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1_Z_absolute,10534072f1fcfb1d,730.4
f172642158e87915a22523ba,load,-46,2025-05-02T15:31:34.954702+00:00,2025-05-02T15:31:34.979335+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path2_YM,db08e7158813db07,-46
8e7991a2c35a8e5e2541b190,subprogram,9001,2025-05-02T15:31:35.092952+00:00,2025-05-02T15:31:35.093196+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,68622d0d4dbbd1f3,9001
0988636c058a466db60633ac,program,9001,2025-05-02T15:31:35.092952+00:00,2025-05-02T15:31:35.093196+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,c28e438157a59e66,9001
c2ea6351ee27f88ea8b5a269,gcode.program,running,2025-05-02T15:31:35.092952+00:00,2025-05-02T15:31:35.097536+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,1f5170e9f85543b7,G90 
6074b74e629451cc06f495b9,gcode.mcode,mcode ended,2025-05-02T15:31:35.092952+00:00,2025-05-02T15:31:35.097536+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,68539a67a4bec551,G90 
a352573f9db1dbba1aa51efb,execution,STOPPED,2025-05-02T15:31:35.622753+00:00,2025-05-02T15:31:35.623225+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,86d1c44d04f51ead,STOPPED
add3ad833c2599e5e792cee7,status,"{""aut"": ""MEMORY (0x1)"", ""run"": ""STOP (0x1)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""NONE (0x0)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""STOPPED"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}",2025-05-02T15:31:35.622753+00:00,2025-05-02T15:31:35.634167+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,97b11419f645df89,"{""aut"": ""MEMORY (0x1)"", ""run"": ""STOP (0x1)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""NONE (0x0)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""STOPPED"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}"
bf735730b2ed549346b5598a,subprogram,1025,2025-05-02T15:31:35.622753+00:00,2025-05-02T15:31:35.635010+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,68622d0d4dbbd1f3,1025
cf89d78ba098d6a77efc1887,program,1025,2025-05-02T15:31:35.622753+00:00,2025-05-02T15:31:35.635010+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,c28e438157a59e66,1025
7f823a5a952abe2393c57889,gcode.program,optional stop,2025-05-02T15:31:35.622753+00:00,2025-05-02T15:31:35.637665+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,1f5170e9f85543b7,M1 
aa3321a60eba52a239c029ed,position,553.415,2025-05-02T15:31:35.809382+00:00,2025-05-02T15:31:35.818557+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1_Z_absolute,10534072f1fcfb1d,553.415
e6a418dc25870c0a5f87b4b1,counter.last30seventscount,461,2025-05-02T15:31:35.920272+00:00,2025-05-02T15:31:35.920172+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,,c1530a816741a975,461
7e32fb66bba95c7099411964,execution,ACTIVE,2025-05-02T15:31:37.221768+00:00,2025-05-02T15:31:37.222169+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,86d1c44d04f51ead,ACTIVE
1b638c70de36dc85ee89a8a5,status,"{""aut"": ""MEMORY (0x1)"", ""run"": ""START (0x3)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""FINISH (0x1)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""ACTIVE"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}",2025-05-02T15:31:37.221768+00:00,2025-05-02T15:31:37.226869+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,97b11419f645df89,"{""aut"": ""MEMORY (0x1)"", ""run"": ""START (0x3)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""FINISH (0x1)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""ACTIVE"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}"
